PersonId,MetricDate,Copilot Chat (work) in Word prompts submitted,Copilot Chat (work) in PowerPoint prompts submitted,Copilot Chat (work) in Excel prompts submitted,Copilot Chat (web) in Word prompts submitted,Copilot Chat (web) in PowerPoint prompts submitted,Copilot Chat (web) in Excel prompts submitted,Meetings recapped by Copilot,Meeting hours recapped by Copilot,Copilot Chat (Web) prompts submitted in Outlook,Copilot Chat (Web) prompts submitted in Teams,Copilot Enabled User,Copilot Teams Enabled User,Copilot Productivity Apps Enabled User,Copilot Chat Enabled User,Days of active Copilot usage in Word,Days of active Copilot usage in Teams,Days of active Copilot usage in Powerpoint,Days of active Copilot usage in Outlook,Days of active Copilot usage in OneNote,Days of active Copilot usage in Loop,Days of active Copilot usage in Excel,Days of active Copilot chat (work) usage,Days of active Copilot Chat (web) usage,Copilot enabled days for Teams,Copilot enabled days for Productivity App,Copilot enabled days for Power Platform connectors,Copilot enabled days for Intelligent Search,Copilot Chat (work) prompts submitted in Teams,Copilot Chat (work) prompts submitted in Outlook,Copilot chat (work) enabled days,Copilot assisted hours,Copilot actions taken in Word,Copilot actions taken in Teams,Copilot actions taken in Powerpoint,Copilot actions taken in Excel,Copilot actions taken in Outlook,Copilot actions taken in Copilot chat (work),Intelligent recap actions taken,Copilot Chat (web) prompts submitted,Visualize as table actions taken using Copilot in Word,Chat (Copilot in Word) prompts submitted,Add content to presentation actions taken,Organize presentation actions taken,Chat (Copilot in PowerPoint) prompts submitted,Chat (Copilot in Excel) prompts submitted,Total Copilot actions taken,Total Copilot active days,Total Copilot enabled days,Summarize meeting actions taken using Copilot in Teams,Total meetings summarized by Copilot in Teams,Meeting hours summarized by Copilot in Teams,Summarize chat actions taken using Copilot in Teams,Compose chat message actions taken using Copilot in Teams,Total chat conversations summarized by Copilot in Teams,Attended meetings,Meetings,Meeting hours,Uninterrupted hours,Small meeting hours,Multitasking hours,Conflicting meeting hours,Chats sent,Total emails sent using Copilot in Outlook,Summarize email thread actions taken using Copilot in Outlook,Email coaching actions taken using Copilot,Generate email draft actions taken using Copilot in Outlook,Emails sent,Summarize Word document actions taken using Copilot in Word,Summarize presentation actions taken using Copilot in PowerPoint,Create presentation actions taken using Copilot,Rewrite text actions taken using Copilot in Word,Draft Word document actions taken using Copilot,Excel analysis actions taken using Copilot,Create Excel formula actions taken using Copilot,Excel formatting actions taken using Copilot,Copilot chat (work) prompts submitted,Organization,CountryOrRegion,Domain,WeekendDays,IsActive
3a7e5228-76df-4bac-a627-876a257705bb,12/28/25,0,0,0,0,0,0,6,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,9,5,8,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,9,0,0,0,0,0,0,14.012414,0,0.963702,0,0,0.342437,0,202,0,0,0,0,9,0,0,0,0,0,0,0,0,4,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SATURDAY, SUNDAY]",TRUE
c1cbf186-a839-40b1-8a7a-32e44a6e1ea0,9/21/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,0,0,0,0,5,0,8,10,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,2.92581,29.054949,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[FRIDAY, SATURDAY]",TRUE
313bbabf-74bb-4032-934e-70d42481ff7e,3/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,11,6,9,10,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16.834151,5.57506,40.260764,1.542641,0.07539,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",FALSE
e84d790f-c4db-4a87-8d33-5e079706e1f8,3/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,11,11,8,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,20.722264,3.207474,33.166369,6.705552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[SUNDAY, SATURDAY]",TRUE
34299734-9d2e-4388-85ec-61cb9fbf551c,5/25/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10,9,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,45,4,9,0,0,0,0,0,0,16.173033,0,4.990631,22.767796,5.292002,0,0,43,0,0,0,0,39,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[SATURDAY, SUNDAY]",TRUE
66965983-b81e-4b4b-b5c8-8c2f4fa13f3b,5/25/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,8,11,9,7,0,0,0,0.148534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,25.509582,0,0.040252,2.9953,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[FRIDAY, SATURDAY]",TRUE
dc0898b2-ba49-4488-b4a3-a34ad8c1a48b,11/9/25,0,0,0,0,0,0,0,0,0,24,1,1,1,1,0,0,0,0,0,0,0,4,1,9,8,8,8,0,0,5,1.143474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,0,9,0,0,0,0,0,0,0,20.782007,4.403674,0,0,0.381745,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[SATURDAY, SUNDAY]",TRUE
4f31ff30-20ac-4e4e-840b-05a18cd7d72d,1/5/25,0,0,0,0,0,0,0,2.266077,0,0,1,1,1,1,0,2,0,0,0,0,0,3,3,9,10,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7.044915,10.016817,1.979724,7.435305,0.233143,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[FRIDAY, SATURDAY]",TRUE
0c646afe-38b6-4d3f-aea8-74300d96033c,12/28/25,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,31.004012,0,7.194603,3.509625,0,4.108238,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[SUNDAY, SATURDAY]",TRUE
40bcf62d-3aa2-4db7-906e-6564cfedd704,12/7/25,0,0,0,0,0,0,0,3.53587,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,7,6,0,10,0,0,5,3.567488,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,45.214015,3.773164,0.011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SUNDAY, SATURDAY]",TRUE
64104814-4138-4376-b8dd-6aa28bbb9592,1/4/26,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,8,6,8,8,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6.781412,0,29.137014,0.706024,0.508563,0,162,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[SATURDAY, SUNDAY]",TRUE
74726173-b232-4f93-8735-270f93a637ce,3/16/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1.933438,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10.195623,1.083323,23.071681,0,2.169982,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[FRIDAY, SATURDAY]",TRUE
7fbfd96f-c6b7-4b2a-b566-a977388fdd0b,7/6/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,10,0,0,0,0,0,0,0,0,7.920452,16.498518,0,0.850741,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[SATURDAY, SUNDAY]",TRUE
a475506f-bc69-449f-a35d-a663ecb6f0b0,1/4/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,8,0,7,10,0,0,11,0,0,3,0,0,0,0,0,72,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,4.253229,5.061564,15.784163,10.229598,8.617793,0.183389,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[FRIDAY, SATURDAY]",TRUE
412c1d16-c2b8-406b-b83e-34d80516fbfc,10/5/25,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,5,9,8,9,0,0,6,0,0,2,0,0,0,12,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.711483,0,9.254156,17.725869,0.438058,0.008059,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,59,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[SUNDAY, SATURDAY]",TRUE
62aefbb7-04a9-4d35-9928-7006d3b9430f,11/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,9,9,7,6,0,0,7,0.419545,0,9,0,0,0,0,0,0,0,0,0,0,0,0,51,6,7,0,0,0,0,0,0,7.508722,8.928054,9.247104,9.020449,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[SATURDAY, SUNDAY]",TRUE
c180d514-e5d2-4637-bab2-136e4a76cf88,4/20/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,11,6,9,9,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7.026628,1.102631,0,2.484893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[FRIDAY, SATURDAY]",TRUE
4a7d5922-bda9-46c4-9269-78da78ea9cbb,6/15/25,0,0,0,0,0,0,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,9,0,5,7,0,0,6,0.126417,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.337493,0,0,0,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[SUNDAY, SATURDAY]",TRUE
6220fe53-2e75-4c79-afb0-358941c32d13,3/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,8,5,6,6,0,0,10,0.479711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,25.799675,0,0.908054,0,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[SUNDAY, SATURDAY]",TRUE
b8e9b41d-96ad-4aa8-9e6e-93e636d27dbf,6/22/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,2.689007,11.976411,32.695745,18.983146,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Skybridge Productivity Center,Luminara,skybridge.luminara.example,"[SATURDAY, SUNDAY]",TRUE
df8b7333-11a2-4ee9-a2a4-dba26999ea78,1/4/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,7,9,0,0,8,2.988294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17.444559,2.27646,14.987194,9.363862,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
a6c6a064-5544-4d2b-a6be-79ec880444f4,5/11/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0,9,9,0,5,0,0,5,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,50.93074,0,0.276509,0,116,0,0,0,0,99,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",TRUE
2e4de3bd-30b6-4033-a1c0-919ebef6cae1,5/25/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1.045332,12.673793,0,30.263072,1.695,0,34.497347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[SUNDAY, SATURDAY]",TRUE
5ff7bbff-4354-4b60-94c5-d4426274e51d,1/19/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,11,5,0,0,6,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.372271,1.914893,1.453227,29.252373,0,0.42848,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
3b1ebc18-f485-483a-a3c8-e89f1412341d,3/9/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7,8,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,6,0,1,0,0,0,0,1.58915,22.970725,22.210676,83.322387,0,1.147395,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[SUNDAY, SATURDAY]",TRUE
90669bb7-891f-49ab-8ca3-bbbeac1cd73e,5/18/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,5,0,0,5,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,0,0,0,0,0,0,0,0,1.537948,13.853523,1.491495,0,0,158,0,0,0,0,14,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[FRIDAY, SATURDAY]",TRUE
3e9e7034-dc1b-4eac-a1ee-e242ffd5beea,3/2/25,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,0,5,6,0,0,6,5.058897,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5.078502,1.086921,9.850087,0,0,0.512674,0,93,0,0,0,0,49,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[SATURDAY, SUNDAY]",TRUE
b0b3ad6e-ec8a-4812-8ee4-cf2b72987db2,5/11/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7,7,0,0,0,0,4.073549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.865465,25.952852,1.277594,18.372899,4.503734,0.239484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[FRIDAY, SATURDAY]",TRUE
f64c3be6-b70b-44b8-80f6-40139477e742,10/26/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,10,11,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,1.277969,0,3.039692,22.898127,1.166499,0.761658,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,27,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",TRUE
3e5cc826-600d-403b-a4da-566587e794b4,2/16/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,5,9,9,10,0,0,10,0,0,0,0,0,2,1,0,9,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,2.801495,0,0,77.592919,8.93835,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,16,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[SUNDAY, SATURDAY]",TRUE
13beae1a-ebf8-4f00-a057-0031a15d8e93,9/28/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5,7,5,8,0,0,0,0,0,7,0,0,0,1,4,0,0,0,0,0,0,0,76,0,7,0,0,0,0,0,0,1.933762,0,7.643246,41.231013,0,0.225124,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[SUNDAY, SATURDAY]",TRUE
394886b2-6b92-435f-8f1d-80de10847838,6/29/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,4,9,7,7,2,4,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,15.567195,13.345278,19.861519,0,4.913333,0,0,237,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
d96efa74-3cc7-44df-bd36-a5f14bd0b69f,6/22/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,11,7,9,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0,1.102558,1.041102,48.426593,0,0.317304,2.167535,21,0,0,0,0,42,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[SUNDAY, SATURDAY]",TRUE
decab6c9-9fa8-430c-ad90-d3d9cc478ba2,5/18/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,10,7,9,11,0,0,10,0.696651,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18.029312,0,0,67.945464,0,0.006965,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,26,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
28423631-bab7-4bed-9a91-36a1c60dc6c2,5/18/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,9,9,9,9,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16.503298,2.106139,0.11484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[SATURDAY, SUNDAY]",TRUE
97bb287e-5a89-460d-8600-f33d9788a31a,9/21/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,0,0,0,0,0,0,0,8,6,5,10,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,21,4,6,0,0,0,0,0,0,0,0,0,32.433968,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Northforge Operations Studio,Terralis,northforge.terralis.example,"[SATURDAY, SUNDAY]",TRUE
7f275ea2-51d6-4b87-a852-47da65fa6839,10/5/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,9,0,9,11,0,0,7,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,19.623876,2.688153,13.55612,5.843318,12.780867,0.156718,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[FRIDAY, SATURDAY]",TRUE
21e6249a-b09e-4c8c-8e9a-9fea0cfd89f8,11/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5,10,0,0,0,0,8,0.54371,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.321483,5.856141,17.821883,0,0.101199,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[SATURDAY, SUNDAY]",TRUE
7598fb1f-2d2c-4202-b84e-5fc64b2f8bda,8/17/25,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,2,0,0,0,0,0,0,0,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0.425093,9.149665,0,0.300924,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
567de5dc-10c5-4e88-ac20-3a6622faf4f3,6/15/25,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,4,0,0,9,10,7,0,0,9,1.390811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15557,0,4.962802,50.871394,8.560351,0.439881,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",TRUE
7966f3f0-3593-4072-9b4b-b137b48bb9a5,5/25/25,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,11,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4.513229,10.443687,2.677043,8.297802,0.358824,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[SATURDAY, SUNDAY]",TRUE
72042d02-34dc-4a59-88f9-d6ceb730989a,3/30/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,5,9,6,10,0,0,8,0.342252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5.752287,6.043829,35.988463,0,0,0,82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[SUNDAY, SATURDAY]",TRUE
f17bd214-85aa-4558-adac-9510fd900fbc,4/20/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,8,9,8,0,0,6,0.443765,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,17.784871,0,4.61876,0,0.049562,0.131209,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",TRUE
6540b60c-13a7-47b1-ab8e-ed6bc1033828,3/9/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,4,7,11,10,0,4,0,0,0.733814,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,39.669982,2.142684,21.628417,5.639816,0,0,151,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",TRUE
fbb35fa1-5301-4da8-9f30-fcb8c7a18f80,10/26/25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,7,7,7,5,0,0,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,21.943575,0,6.69234,43.631065,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",FALSE
5aa50da9-4124-4284-ba1f-9f5282246651,6/8/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,4,0,6,5,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,42.930781,0,5.581941,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skybridge Productivity Center,Luminara,skybridge.luminara.example,"[FRIDAY, SATURDAY]",TRUE
a7f686c5-bb0e-4a5a-92f8-762a0bf2b1ff,3/30/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,8,7,8,0,0,8,0.078731,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,13.376059,0,0,0.230461,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[SUNDAY, SATURDAY]",TRUE
6d9e3632-69f7-4702-aa4e-cc5c6f96df4b,1/11/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,9,9,5,5,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,2,7,0,0,0,0,0,0,6.448646,18.358452,2.763631,11.288992,4.499491,7.428175,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,12,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SATURDAY, SUNDAY]",FALSE
9d0363b4-3099-409c-96c1-da6e7eb0090b,1/4/26,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,4,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,10.67196,0,0.999889,1.389452,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[FRIDAY, SATURDAY]",FALSE
8a35d450-2186-4d99-a7cd-501d3fcc2cb0,12/21/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,11,6,9,5,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,51,4,6,0,0,0,0,0,0,0,3.080141,0.423927,11.945628,0,0.245157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[SATURDAY, SUNDAY]",TRUE
68433c38-3c28-44f8-b63e-9cd5115e9677,8/3/25,0,0,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,10,8,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,2.74314,30.436369,1.162552,0.149146,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[FRIDAY, SATURDAY]",TRUE
